date,description,amount,manual_category,gst_rate,gst_amount
2023-09-01,Microsoft 365,-1850.53,Software,18,282.28
2023-09-01,Accounting Audit,-5531.13,Professional Services,18,843.73
2023-09-01,Google Ads Campaign,-27937.03,Marketing,18,4261.58
2023-09-02,Accounting Audit,-6689.85,Professional Services,18,1020.49
2023-09-02,Facebook Ads,-23107.4,Marketing,18,3524.86
2023-09-02,SaaS Subscription (Jira),-5500.44,Software,18,839.05
2023-09-03,Repairs & Maintenance,-3391.17,Other,18,517.3
2023-09-04,Adobe Creative Cloud,-1503.98,Software,18,229.42
2023-09-05,Office Rent,-76700.0,Rent,18,11700.0
2023-09-05,Print Media Ad,-7615.52,Marketing,18,1161.69
2023-09-05,Diwali Gifts,-2798.1,Other,5,133.24
2023-09-06,Flight to Mumbai,-16996.46,Travel,5,809.36
2023-09-06,Google Ads Campaign,-17412.74,Marketing,18,2656.18
2023-09-07,LinkedIn Promo,-8120.33,Marketing,18,1238.69
2023-09-07,Legal Consultation,-3422.39,Professional Services,18,522.06
2023-09-07,Monitor Screen,-38088.74,Hardware,18,5810.15
2023-09-07,Zoom Pro License,-4155.5,Software,18,633.89
2023-09-08,Product Sales,458886.03,Revenue,18,69999.56
2023-09-09,Client Payment - Project A,316847.21,Revenue,18,48332.63
2023-09-09,Hotel Stay - Client Visit,-20314.92,Travel,12,2176.6
2023-09-09,Mouse & Keyboards,-52121.3,Hardware,18,7950.71
2023-09-10,Monthly Internet & Phone,-11903.017004289062,Utilities,18,1815.7144582813823
2023-09-10,Print Media Ad,-17944.62,Marketing,18,2737.32
2023-09-10,Accounting Audit,-6932.51,Professional Services,18,1057.5
2023-09-10,Cleaning Services,-7231.45,Other,18,1103.1
2023-09-11,Facebook Ads,-10235.67,Marketing,18,1561.37
2023-09-11,Print Media Ad,-17165.62,Marketing,18,2618.48
2023-09-11,Online Store Sales,171000.52,Revenue,18,26084.82
2023-09-12,Client Payment - Project A,113793.77,Revenue,18,17358.37
2023-09-12,Mouse & Keyboards,-59519.16,Hardware,18,9079.19
2023-09-12,AWS Cloud Bill,-6941.34,Software,18,1058.85
2023-09-13,Cleaning Services,-967.21,Other,12,103.63
2023-09-16,Repairs & Maintenance,-6756.83,Other,18,1030.7
2023-09-16,Legal Consultation,-2163.42,Professional Services,18,330.01
2023-09-16,Toner Cartridges,-5161.68,Office Supplies,18,787.37
2023-09-16,Hotel Stay - Client Visit,-13403.44,Travel,5,638.26
2023-09-17,Zoom Pro License,-3568.05,Software,18,544.28
2023-09-17,Hotel Stay - Client Visit,-811.78,Travel,18,123.83
2023-09-19,Printer Paper,-1471.15,Office Supplies,18,224.41
2023-09-19,Diwali Gifts,-1550.64,Other,5,73.84
2023-09-19,Hotel Stay - Client Visit,-756.03,Travel,18,115.33
2023-09-20,Ad Revenue,389080.51,Revenue,18,59351.26
2023-09-20,Whiteboard Markers,-7000.87,Office Supplies,18,1067.93
2023-09-20,Zoom Pro License,-7393.18,Software,18,1127.77
2023-09-21,Ad Revenue,237453.57,Revenue,18,36221.73
2023-09-23,Staples Order,-748.23,Office Supplies,12,80.17
2023-09-24,Flight to Mumbai,-9174.45,Travel,5,436.88
2023-09-24,Diwali Gifts,-7017.47,Other,12,751.87
2023-09-25,Monitor Screen,-97888.55,Hardware,18,14932.15
2023-09-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-09-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-09-28,Printer Paper,-7414.38,Office Supplies,18,1131.01
2023-09-28,Repairs & Maintenance,-256.45,Other,12,27.48
2023-09-28,Whiteboard Markers,-5335.91,Office Supplies,18,813.95
2023-09-29,Server Rack Equipment,-45236.49,Hardware,18,6900.48
2023-10-01,Monitor Screen,-59785.2,Hardware,18,9119.78
2023-10-01,Repairs & Maintenance,-5710.73,Other,18,871.13
2023-10-01,Microsoft 365,-1535.92,Software,18,234.29
2023-10-02,Print Media Ad,-21635.03,Marketing,18,3300.26
2023-10-04,Uber/Ola Rides,-17902.32,Travel,5,852.49
2023-10-04,Client Payment - Project A,267947.2,Revenue,18,40873.3
2023-10-04,HR Consultant,-6312.95,Professional Services,18,962.99
2023-10-05,Office Rent,-76700.0,Rent,18,11700.0
2023-10-06,Marketing Agency Fees,-7503.57,Professional Services,18,1144.61
2023-10-06,Marketing Agency Fees,-5393.52,Professional Services,18,822.74
2023-10-06,SaaS Subscription (Jira),-6980.18,Software,18,1064.77
2023-10-06,Uber/Ola Rides,-18680.58,Travel,18,2849.58
2023-10-08,Printer Paper,-218.32,Office Supplies,12,23.39
2023-10-08,Print Media Ad,-7185.78,Marketing,18,1096.14
2023-10-08,Uber/Ola Rides,-3999.25,Travel,18,610.06
2023-10-09,Uber/Ola Rides,-10541.87,Travel,12,1129.49
2023-10-09,HR Consultant,-6861.68,Professional Services,18,1046.7
2023-10-09,Consulting Fees,443818.63,Revenue,18,67701.15
2023-10-10,Monthly Internet & Phone,-6195.195969682371,Utilities,18,945.0298936803615
2023-10-10,AWS Cloud Bill,-6889.05,Software,18,1050.87
2023-10-11,New Laptop (Dell),-101051.2,Hardware,18,15414.59
2023-10-12,Legal Consultation,-1413.68,Professional Services,18,215.65
2023-10-12,Printer Paper,-2587.49,Office Supplies,18,394.7
2023-10-13,Accounting Audit,-3446.58,Professional Services,18,525.75
2023-10-13,LinkedIn Promo,-14225.75,Marketing,18,2170.03
2023-10-14,Accounting Audit,-5877.53,Professional Services,18,896.57
2023-10-14,LinkedIn Promo,-29913.65,Marketing,18,4563.1
2023-10-15,AWS Cloud Bill,-5745.15,Software,18,876.38
2023-10-15,Whiteboard Markers,-6039.49,Office Supplies,18,921.28
2023-10-16,AWS Cloud Bill,-5941.6,Software,18,906.35
2023-10-16,HR Consultant,-2509.01,Professional Services,18,382.73
2023-10-16,Marketing Agency Fees,-2343.41,Professional Services,18,357.47
2023-10-16,Legal Consultation,-2699.72,Professional Services,18,411.82
2023-10-17,Cleaning Services,-5885.17,Other,12,630.55
2023-10-17,Legal Consultation,-6684.51,Professional Services,18,1019.67
2023-10-18,Monitor Screen,-40810.77,Hardware,18,6225.37
2023-10-18,Train Tickets,-5522.31,Travel,18,842.39
2023-10-19,Facebook Ads,-14418.96,Marketing,18,2199.5
2023-10-20,Client Payment - Project A,131279.76,Revenue,18,20025.73
2023-10-21,Service Contract Q2,310941.65,Revenue,18,47431.78
2023-10-22,Train Tickets,-2026.85,Travel,18,309.18
2023-10-23,Online Store Sales,374344.48,Revenue,18,57103.39
2023-10-26,Adobe Creative Cloud,-3234.41,Software,18,493.38
2023-10-26,Consulting Fees,240981.36,Revenue,18,36759.87
2023-10-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-10-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-10-28,Whiteboard Markers,-2446.42,Office Supplies,12,262.12
2023-10-28,Uber/Ola Rides,-9054.62,Travel,5,431.17
2023-10-28,Facebook Ads,-27762.65,Marketing,18,4234.98
2023-10-29,Hotel Stay - Client Visit,-19953.36,Travel,18,3043.73
2023-10-29,Google Ads Campaign,-14457.22,Marketing,18,2205.34
2023-10-29,Product Sales,197784.61,Revenue,18,30170.53
2023-10-31,Ad Revenue,259952.38,Revenue,18,39653.75
2023-10-31,Toner Cartridges,-2436.26,Office Supplies,12,261.03
2023-11-02,Server Rack Equipment,-74528.59,Hardware,18,11368.77
2023-11-02,Train Tickets,-17849.45,Travel,12,1912.44
2023-11-02,Accounting Audit,-5202.33,Professional Services,18,793.58
2023-11-04,Marketing Agency Fees,-2915.39,Professional Services,18,444.72
2023-11-04,Flight to Mumbai,-7330.22,Travel,5,349.06
2023-11-04,Print Media Ad,-13001.33,Marketing,18,1983.25
2023-11-05,Office Rent,-76700.0,Rent,18,11700.0
2023-11-05,Coffee for Pantry,-1997.33,Other,18,304.68
2023-11-05,Microsoft 365,-6686.19,Software,18,1019.93
2023-11-05,Ad Revenue,214587.81,Revenue,18,32733.73
2023-11-05,Facebook Ads,-6493.19,Marketing,18,990.49
2023-11-06,Facebook Ads,-16048.47,Marketing,18,2448.07
2023-11-08,Uber/Ola Rides,-11431.52,Travel,5,544.36
2023-11-08,Diwali Gifts,-3851.53,Other,18,587.52
2023-11-09,Train Tickets,-6843.52,Travel,18,1043.93
2023-11-09,Client Payment - Project A,229408.5,Revenue,18,34994.52
2023-11-10,Monthly Internet & Phone,-10263.294023208935,Utilities,18,1565.587223879329
2023-11-10,Marketing Agency Fees,-2833.09,Professional Services,18,432.17
2023-11-11,Repairs & Maintenance,-3307.45,Other,12,354.37
2023-11-11,Server Rack Equipment,-70158.56,Hardware,18,10702.15
2023-11-11,Legal Consultation,-5219.32,Professional Services,18,796.17
2023-11-11,Toner Cartridges,-5343.52,Office Supplies,12,572.52
2023-11-12,Client Payment - Project A,346565.28,Revenue,18,52865.89
2023-11-12,Monitor Screen,-59863.56,Hardware,18,9131.73
2023-11-12,Ad Revenue,99793.4,Revenue,18,15222.72
2023-11-12,Whiteboard Markers,-6180.04,Office Supplies,18,942.72
2023-11-13,AWS Cloud Bill,-7493.14,Software,18,1143.02
2023-11-13,Desk Organizers,-2256.59,Office Supplies,12,241.78
2023-11-13,Train Tickets,-21220.93,Travel,12,2273.67
2023-11-14,Legal Consultation,-4021.02,Professional Services,18,613.38
2023-11-14,Monitor Screen,-35537.26,Hardware,18,5420.94
2023-11-15,Diwali Gifts,-1821.62,Other,5,86.74
2023-11-15,Legal Consultation,-1732.23,Professional Services,18,264.24
2023-11-15,Adobe Creative Cloud,-4558.46,Software,18,695.36
2023-11-15,Accounting Audit,-4250.27,Professional Services,18,648.35
2023-11-15,Uber/Ola Rides,-15784.53,Travel,12,1691.2
2023-11-16,Desk Organizers,-2691.24,Office Supplies,12,288.35
2023-11-16,SaaS Subscription (Jira),-5478.61,Software,18,835.72
2023-11-17,Repairs & Maintenance,-4027.58,Other,5,191.79
2023-11-17,Hotel Stay - Client Visit,-1020.8,Travel,5,48.61
2023-11-18,Legal Consultation,-4226.22,Professional Services,18,644.68
2023-11-18,Client Payment - Project A,233862.82,Revenue,18,35673.99
2023-11-19,Flight to Mumbai,-15440.23,Travel,12,1654.31
2023-11-20,Cleaning Services,-4455.7,Other,18,679.68
2023-11-22,Client Payment - Project A,328739.08,Revenue,18,50146.64
2023-11-22,Printer Paper,-5002.96,Office Supplies,12,536.03
2023-11-24,Client Payment - Project A,233845.95,Revenue,18,35671.42
2023-11-24,Accounting Audit,-5354.91,Professional Services,18,816.85
2023-11-25,Flight to Mumbai,-16801.55,Travel,5,800.07
2023-11-25,HR Consultant,-598.98,Professional Services,18,91.37
2023-11-26,Online Store Sales,415305.49,Revenue,18,63351.69
2023-11-26,Client Payment - Project A,257443.41,Revenue,18,39271.03
2023-11-26,Online Store Sales,183438.13,Revenue,18,27982.09
2023-11-26,Diwali Gifts,-1535.57,Other,5,73.12
2023-11-26,AWS Cloud Bill,-1142.93,Software,18,174.34
2023-11-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-11-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-11-28,Coffee for Pantry,-4369.35,Other,18,666.51
2023-11-29,Service Contract Q2,255798.2,Revenue,18,39020.06
2023-11-29,Whiteboard Markers,-2981.29,Office Supplies,18,454.77
2023-11-29,Facebook Ads,-2437.48,Marketing,18,371.82
2023-11-29,SaaS Subscription (Jira),-1388.79,Software,18,211.85
2023-12-02,Print Media Ad,-13344.13,Marketing,18,2035.55
2023-12-02,LinkedIn Promo,-15138.35,Marketing,18,2309.24
2023-12-02,Uber/Ola Rides,-7255.69,Travel,18,1106.8
2023-12-03,Server Rack Equipment,-115147.75,Hardware,18,17564.91
2023-12-03,AWS Cloud Bill,-1384.78,Software,18,211.24
2023-12-03,Monitor Screen,-31364.27,Hardware,18,4784.38
2023-12-04,Adobe Creative Cloud,-2899.07,Software,18,442.23
2023-12-05,Office Rent,-76700.0,Rent,18,11700.0
2023-12-06,Server Rack Equipment,-12146.83,Hardware,18,1852.91
2023-12-08,Legal Consultation,-2036.9,Professional Services,18,310.71
2023-12-09,Online Store Sales,241772.44,Revenue,18,36880.54
2023-12-09,Marketing Agency Fees,-2451.8,Professional Services,18,374.0
2023-12-09,Ad Revenue,287239.32,Revenue,18,43816.17
2023-12-10,Monthly Internet & Phone,-10346.144587535826,Utilities,18,1578.2254455563123
2023-12-10,New Laptop (Dell),-102590.16,Hardware,18,15649.35
2023-12-11,Train Tickets,-12171.63,Travel,5,579.6
2023-12-12,Server Rack Equipment,-20857.65,Hardware,18,3181.67
2023-12-12,Adobe Creative Cloud,-5049.31,Software,18,770.23
2023-12-12,Ad Revenue,319749.92,Revenue,18,48775.41
2023-12-12,HR Consultant,-2813.39,Professional Services,18,429.16
2023-12-13,Staples Order,-7542.09,Office Supplies,18,1150.49
2023-12-14,Google Ads Campaign,-13741.97,Marketing,18,2096.23
2023-12-14,Facebook Ads,-2344.69,Marketing,18,357.67
2023-12-14,Ad Revenue,289174.94,Revenue,18,44111.43
2023-12-15,Train Tickets,-14499.54,Travel,12,1553.52
2023-12-15,Print Media Ad,-2673.5,Marketing,18,407.82
2023-12-15,Accounting Audit,-4208.01,Professional Services,18,641.9
2023-12-17,Printer Paper,-2836.48,Office Supplies,12,303.91
2023-12-17,Hotel Stay - Client Visit,-12132.31,Travel,5,577.73
2023-12-18,Whiteboard Markers,-3000.59,Office Supplies,12,321.49
2023-12-18,Toner Cartridges,-6322.68,Office Supplies,18,964.48
2023-12-18,Whiteboard Markers,-3102.1,Office Supplies,18,473.2
2023-12-19,Service Contract Q2,338927.46,Revenue,18,51700.8
2023-12-19,Staples Order,-2198.96,Office Supplies,12,235.6
2023-12-20,Ad Revenue,404670.02,Revenue,18,61729.32
2023-12-21,Service Contract Q2,236612.82,Revenue,18,36093.48
2023-12-23,Monitor Screen,-100027.56,Hardware,18,15258.44
2023-12-23,Flight to Mumbai,-19125.7,Travel,5,910.75
2023-12-24,Cleaning Services,-1111.32,Other,5,52.92
2023-12-24,Diwali Gifts,-3694.65,Other,5,175.94
2023-12-24,Adobe Creative Cloud,-1234.6,Software,18,188.33
2023-12-25,Consulting Fees,212869.04,Revenue,18,32471.55
2023-12-25,Hotel Stay - Client Visit,-6557.09,Travel,5,312.24
2023-12-25,Adobe Creative Cloud,-1622.63,Software,18,247.52
2023-12-26,Marketing Agency Fees,-5528.79,Professional Services,18,843.37
2023-12-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-12-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-12-28,SaaS Subscription (Jira),-5344.9,Software,18,815.32
2023-12-28,Monitor Screen,-121092.88,Hardware,18,18471.8
2023-12-29,Hotel Stay - Client Visit,-16952.85,Travel,5,807.28
2023-12-30,Repairs & Maintenance,-5958.88,Other,12,638.45
2023-12-30,Accounting Audit,-6738.49,Professional Services,18,1027.91
2023-12-30,Desk Organizers,-4197.35,Office Supplies,18,640.27
2023-12-31,Coffee for Pantry,-6049.2,Other,5,288.06
2023-12-31,Ad Revenue,285888.2,Revenue,18,43610.06
2024-01-01,Printer Paper,-4576.77,Office Supplies,18,698.15
2024-01-01,Zoom Pro License,-1787.38,Software,18,272.65
2024-01-01,Adobe Creative Cloud,-7588.38,Software,18,1157.55
2024-01-01,Whiteboard Markers,-7298.32,Office Supplies,12,781.96
2024-01-02,AWS Cloud Bill,-2755.63,Software,18,420.35
2024-01-03,Zoom Pro License,-3592.58,Software,18,548.02
2024-01-04,Monitor Screen,-85718.3,Hardware,18,13075.67
2024-01-05,Office Rent,-85550.0,Rent,18,13050.0
2024-01-06,HR Consultant,-7574.32,Professional Services,18,1155.4
2024-01-06,Accounting Audit,-6303.67,Professional Services,18,961.58
2024-01-07,Facebook Ads,-28164.05,Marketing,18,4296.21
2024-01-07,Coffee for Pantry,-1690.04,Other,12,181.08
2024-01-08,Facebook Ads,-9755.12,Marketing,18,1488.07
2024-01-08,Cleaning Services,-4150.5,Other,12,444.7
2024-01-08,LinkedIn Promo,-8550.55,Marketing,18,1304.32
2024-01-09,Mouse & Keyboards,-28307.31,Hardware,18,4318.06
2024-01-09,Online Store Sales,276435.14,Revenue,18,42168.07
2024-01-09,Flight to Mumbai,-10963.78,Travel,18,1672.44
2024-01-09,Consulting Fees,492547.26,Revenue,18,75134.33
2024-01-10,Monthly Internet & Phone,-11604.863988078754,Utilities,18,1770.2334897069286
2024-01-10,Print Media Ad,-8019.18,Marketing,18,1223.26
2024-01-13,Flight to Mumbai,-19437.75,Travel,5,925.61
2024-01-13,Cleaning Services,-6697.29,Other,12,717.57
2024-01-13,Marketing Agency Fees,-6359.22,Professional Services,18,970.05
2024-01-13,Mouse & Keyboards,-47472.12,Hardware,18,7241.51
2024-01-13,Monitor Screen,-71566.72,Hardware,18,10916.96
2024-01-14,Client Payment - Project A,359066.62,Revenue,18,54772.87
2024-01-14,Printer Paper,-6646.66,Office Supplies,18,1013.9
2024-01-15,LinkedIn Promo,-6224.82,Marketing,18,949.55
2024-01-15,Hotel Stay - Client Visit,-6476.71,Travel,5,308.41
2024-01-16,SaaS Subscription (Jira),-5136.89,Software,18,783.59
2024-01-17,HR Consultant,-8197.22,Professional Services,18,1250.42
2024-01-17,Printer Paper,-1065.74,Office Supplies,18,162.57
2024-01-19,Consulting Fees,445425.6,Revenue,18,67946.28
2024-01-19,Toner Cartridges,-6155.68,Office Supplies,12,659.54
2024-01-19,Printer Paper,-6732.96,Office Supplies,12,721.39
2024-01-20,Microsoft 365,-1460.3,Software,18,222.76
2024-01-20,Mouse & Keyboards,-56874.38,Hardware,18,8675.75
2024-01-20,Mouse & Keyboards,-136218.1,Hardware,18,20779.03
2024-01-22,Diwali Gifts,-4243.36,Other,12,454.65
2024-01-23,Train Tickets,-24934.25,Travel,18,3803.53
2024-01-23,Facebook Ads,-24015.36,Marketing,18,3663.36
2024-01-26,HR Consultant,-3123.35,Professional Services,18,476.44
2024-01-26,Desk Organizers,-1234.03,Office Supplies,18,188.24
2024-01-27,Desk Organizers,-1172.82,Office Supplies,18,178.9
2024-01-27,Repairs & Maintenance,-305.05,Other,5,14.53
2024-01-27,Cleaning Services,-1584.39,Other,5,75.45
2024-01-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-01-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-01-28,Train Tickets,-18328.96,Travel,18,2795.94
2024-01-28,Legal Consultation,-5589.24,Professional Services,18,852.6
2024-01-29,Uber/Ola Rides,-12526.09,Travel,18,1910.76
2024-01-30,Train Tickets,-16760.83,Travel,12,1795.8
2024-01-30,Accounting Audit,-2512.8,Professional Services,18,383.31
2024-01-30,Flight to Mumbai,-15693.87,Travel,5,747.33
2024-01-31,Cleaning Services,-7463.9,Other,18,1138.56
2024-01-31,Diwali Gifts,-3830.12,Other,18,584.26
2024-01-31,Client Payment - Project A,283344.27,Revenue,18,43222.01
2024-02-01,Accounting Audit,-8195.15,Professional Services,18,1250.11
2024-02-01,LinkedIn Promo,-10112.74,Marketing,18,1542.62
2024-02-01,Microsoft 365,-1162.53,Software,18,177.34
2024-02-02,SaaS Subscription (Jira),-7429.18,Software,18,1133.26
2024-02-02,Whiteboard Markers,-4036.08,Office Supplies,12,432.44
2024-02-03,Microsoft 365,-2651.59,Software,18,404.48
2024-02-03,Microsoft 365,-5545.5,Software,18,845.92
2024-02-04,Repairs & Maintenance,-5200.24,Other,12,557.17
2024-02-04,Train Tickets,-24007.58,Travel,12,2572.24
2024-02-04,HR Consultant,-1418.14,Professional Services,18,216.33
2024-02-04,Product Sales,259732.72,Revenue,18,39620.25
2024-02-04,Staples Order,-6908.62,Office Supplies,12,740.21
2024-02-04,Uber/Ola Rides,-1109.14,Travel,5,52.82
2024-02-05,Office Rent,-85550.0,Rent,18,13050.0
2024-02-06,Accounting Audit,-1521.82,Professional Services,18,232.14
2024-02-06,Desk Organizers,-5990.56,Office Supplies,18,913.81
2024-02-07,LinkedIn Promo,-28788.39,Marketing,18,4391.45
2024-02-07,Flight to Mumbai,-9465.48,Travel,12,1014.16
2024-02-07,SaaS Subscription (Jira),-2633.38,Software,18,401.7
2024-02-07,Diwali Gifts,-4246.63,Other,5,202.22
2024-02-08,Hotel Stay - Client Visit,-20166.06,Travel,5,960.29
2024-02-08,Coffee for Pantry,-1831.91,Other,18,279.44
2024-02-09,Server Rack Equipment,-109765.71,Hardware,18,16743.92
2024-02-09,AWS Cloud Bill,-2239.71,Software,18,341.65
2024-02-09,Flight to Mumbai,-812.15,Travel,18,123.89
2024-02-09,Google Ads Campaign,-9920.22,Marketing,18,1513.25
2024-02-10,Monthly Internet & Phone,-9906.522043988334,Utilities,18,1511.1643795914408
2024-02-10,Uber/Ola Rides,-18986.52,Travel,12,2034.27
2024-02-10,SaaS Subscription (Jira),-2557.26,Software,18,390.09
2024-02-10,Toner Cartridges,-2907.92,Office Supplies,18,443.58
2024-02-11,Google Ads Campaign,-31204.32,Marketing,18,4759.98
2024-02-11,Train Tickets,-2526.86,Travel,18,385.45
2024-02-12,Print Media Ad,-11187.32,Marketing,18,1706.54
2024-02-13,Whiteboard Markers,-2869.2,Office Supplies,18,437.67
2024-02-13,AWS Cloud Bill,-1335.55,Software,18,203.73
2024-02-14,Client Payment - Project A,187255.64,Revenue,18,28564.42
2024-02-14,Monitor Screen,-92864.06,Hardware,18,14165.7
2024-02-15,Diwali Gifts,-2056.15,Other,5,97.91
2024-02-16,Coffee for Pantry,-5218.68,Other,5,248.51
2024-02-16,Legal Consultation,-6191.9,Professional Services,18,944.53
2024-02-16,LinkedIn Promo,-19122.29,Marketing,18,2916.96
2024-02-16,Mouse & Keyboards,-21393.21,Hardware,18,3263.37
2024-02-17,Diwali Gifts,-4550.09,Other,12,487.51
2024-02-18,Server Rack Equipment,-129924.55,Hardware,18,19819.0
2024-02-19,Server Rack Equipment,-102456.74,Hardware,18,15628.99
2024-02-19,Adobe Creative Cloud,-2024.32,Software,18,308.8
2024-02-19,New Laptop (Dell),-17874.17,Hardware,18,2726.57
2024-02-19,LinkedIn Promo,-3035.84,Marketing,18,463.09
2024-02-21,Print Media Ad,-5079.48,Marketing,18,774.84
2024-02-22,Staples Order,-7758.93,Office Supplies,12,831.31
2024-02-22,Hotel Stay - Client Visit,-4703.67,Travel,5,223.98
2024-02-23,AWS Cloud Bill,-5910.95,Software,18,901.67
2024-02-24,Flight to Mumbai,-17029.97,Travel,5,810.95
2024-02-25,Marketing Agency Fees,-1096.06,Professional Services,18,167.2
2024-02-27,Print Media Ad,-12719.96,Marketing,18,1940.33
2024-02-27,HR Consultant,-4028.91,Professional Services,18,614.58
2024-02-27,Facebook Ads,-11631.81,Marketing,18,1774.34
2024-02-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-02-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-02-28,Monitor Screen,-22547.59,Hardware,18,3439.46
2024-02-28,Toner Cartridges,-6800.54,Office Supplies,12,728.63
2024-03-02,Desk Organizers,-6538.91,Office Supplies,12,700.6
2024-03-02,Uber/Ola Rides,-16324.86,Travel,12,1749.09
2024-03-03,Accounting Audit,-4596.8,Professional Services,18,701.21
2024-03-03,HR Consultant,-3915.68,Professional Services,18,597.31
2024-03-03,Microsoft 365,-8355.88,Software,18,1274.63
2024-03-05,Office Rent,-85550.0,Rent,18,13050.0
2024-03-05,HR Consultant,-2073.02,Professional Services,18,316.22
2024-03-05,Uber/Ola Rides,-6233.93,Travel,18,950.94
2024-03-06,Flight to Mumbai,-8049.06,Travel,5,383.29
2024-03-06,LinkedIn Promo,-3536.82,Marketing,18,539.52
2024-03-06,Desk Organizers,-4259.76,Office Supplies,12,456.4
2024-03-06,Uber/Ola Rides,-5618.45,Travel,18,857.05
2024-03-08,SaaS Subscription (Jira),-2490.27,Software,18,379.87
2024-03-09,Desk Organizers,-1979.66,Office Supplies,12,212.11
2024-03-10,Monthly Internet & Phone,-5454.600962357282,Utilities,18,832.0577739189073
2024-03-10,Toner Cartridges,-5560.23,Office Supplies,18,848.17
2024-03-10,Online Store Sales,392299.32,Revenue,18,59842.27
2024-03-10,Staples Order,-4332.15,Office Supplies,18,660.84
2024-03-11,Mouse & Keyboards,-67994.29,Hardware,18,10372.01
2024-03-12,New Laptop (Dell),-61709.55,Hardware,18,9413.32
2024-03-12,Zoom Pro License,-2834.21,Software,18,432.34
2024-03-13,Server Rack Equipment,-46386.76,Hardware,18,7075.95
2024-03-14,Cleaning Services,-5307.21,Other,12,568.63
2024-03-16,Coffee for Pantry,-5266.04,Other,18,803.29
2024-03-16,Product Sales,250107.44,Revenue,18,38151.98
2024-03-16,Client Payment - Project A,293165.93,Revenue,18,44720.23
2024-03-17,Microsoft 365,-1193.83,Software,18,182.11
2024-03-18,Flight to Mumbai,-12951.83,Travel,5,616.75
2024-03-18,Flight to Mumbai,-16985.23,Travel,5,808.82
2024-03-19,Monitor Screen,-103863.85,Hardware,18,15843.64
2024-03-19,Monitor Screen,-80482.22,Hardware,18,12276.95
2024-03-20,Marketing Agency Fees,-7391.27,Professional Services,18,1127.48
2024-03-20,Service Contract Q2,143890.61,Revenue,18,21949.41
2024-03-21,Accounting Audit,-2853.0,Professional Services,18,435.2
2024-03-21,Legal Consultation,-7906.34,Professional Services,18,1206.05
2024-03-22,Marketing Agency Fees,-2930.96,Professional Services,18,447.1
2024-03-22,Hotel Stay - Client Visit,-18977.31,Travel,18,2894.84
2024-03-22,Monitor Screen,-31436.78,Hardware,18,4795.44
2024-03-23,Diwali Gifts,-5528.79,Other,12,592.37
2024-03-23,Server Rack Equipment,-34826.41,Hardware,18,5312.5
2024-03-23,Desk Organizers,-7579.1,Office Supplies,12,812.05
2024-03-24,Facebook Ads,-28692.95,Marketing,18,4376.89
2024-03-25,Accounting Audit,-5551.57,Professional Services,18,846.85
2024-03-25,Marketing Agency Fees,-1201.7,Professional Services,18,183.31
2024-03-25,Mouse & Keyboards,-26149.8,Hardware,18,3988.95
2024-03-26,Diwali Gifts,-7057.92,Other,12,756.21
2024-03-27,Online Store Sales,133620.92,Revenue,18,20382.85
2024-03-27,Product Sales,93948.4,Revenue,18,14331.11
2024-03-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-03-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-03-28,Whiteboard Markers,-1092.97,Office Supplies,12,117.1
2024-03-28,Product Sales,401388.03,Revenue,18,61228.68
2024-03-28,Facebook Ads,-4275.99,Marketing,18,652.27
2024-03-28,Monitor Screen,-129768.18,Hardware,18,19795.15
2024-03-29,Repairs & Maintenance,-7230.13,Other,5,344.29
2024-03-29,Adobe Creative Cloud,-4375.75,Software,18,667.49
2024-03-29,Accounting Audit,-3275.36,Professional Services,18,499.63
2024-03-29,Printer Paper,-6696.86,Office Supplies,18,1021.56
2024-03-30,HR Consultant,-3221.83,Professional Services,18,491.47
2024-03-30,New Laptop (Dell),-77737.39,Hardware,18,11858.25
2024-03-31,Train Tickets,-2233.11,Travel,5,106.34
2024-04-02,Diwali Gifts,-5582.28,Other,18,851.53
2024-04-02,Repairs & Maintenance,-6239.87,Other,18,951.85
2024-04-03,LinkedIn Promo,-12935.27,Marketing,18,1973.18
2024-04-03,Diwali Gifts,-1111.21,Other,12,119.06
2024-04-04,Desk Organizers,-2006.36,Office Supplies,18,306.05
2024-04-04,Mouse & Keyboards,-58199.36,Hardware,18,8877.87
2024-04-04,Client Payment - Project A,416348.8,Revenue,18,63510.83
2024-04-04,Google Ads Campaign,-2698.4,Marketing,18,411.62
2024-04-05,Office Rent,-85550.0,Rent,18,13050.0
2024-04-05,Online Store Sales,443797.62,Revenue,18,67697.94
2024-04-05,Cleaning Services,-2104.47,Other,5,100.21
