date,description,amount,manual_category,gst_rate,gst_amount
2023-12-16,Repairs & Maintenance,-3442.6,Other,5,163.93
2023-12-16,Service Contract Q2,305986.07,Revenue,18,46675.84
2023-12-16,SaaS Subscription (Jira),-4379.24,Software,18,668.02
2023-12-16,Product Sales,428074.75,Revenue,18,65299.54
2023-12-17,Google Ads Campaign,-2955.24,Marketing,18,450.8
2023-12-17,Coffee for Pantry,-2508.27,Other,12,268.74
2023-12-17,AWS Cloud Bill,-3664.3,Software,18,558.96
2023-12-17,Legal Consultation,-2524.38,Professional Services,18,385.07
2023-12-17,Online Store Sales,430419.09,Revenue,18,65657.15
2023-12-18,Printer Paper,-286.17,Office Supplies,12,30.66
2023-12-18,Diwali Gifts,-7011.25,Other,12,751.21
2023-12-18,Ad Revenue,119021.96,Revenue,18,18155.89
2023-12-19,Online Store Sales,107427.75,Revenue,18,16387.28
2023-12-19,Monitor Screen,-13801.31,Hardware,18,2105.29
2023-12-19,Accounting Audit,-544.99,Professional Services,18,83.13
2023-12-19,Monitor Screen,-13559.25,Hardware,18,2068.36
2023-12-19,Marketing Agency Fees,-3451.27,Professional Services,18,526.46
2023-12-20,Train Tickets,-14401.33,Travel,5,685.78
2023-12-21,Repairs & Maintenance,-4912.34,Other,18,749.34
2023-12-21,Diwali Gifts,-6664.58,Other,18,1016.63
2023-12-21,Print Media Ad,-27680.2,Marketing,18,4222.4
2023-12-22,SaaS Subscription (Jira),-6655.1,Software,18,1015.18
2023-12-23,Facebook Ads,-24891.18,Marketing,18,3796.96
2023-12-23,Google Ads Campaign,-8143.81,Marketing,18,1242.28
2023-12-23,Consulting Fees,304943.34,Revenue,18,46516.78
2023-12-24,Repairs & Maintenance,-5708.32,Other,5,271.82
2023-12-25,Marketing Agency Fees,-4303.16,Professional Services,18,656.41
2023-12-25,Coffee for Pantry,-402.15,Other,5,19.15
2023-12-25,Mouse & Keyboards,-116242.26,Hardware,18,17731.87
2023-12-25,Adobe Creative Cloud,-7174.38,Software,18,1094.4
2023-12-26,Adobe Creative Cloud,-1355.67,Software,18,206.8
2023-12-26,Desk Organizers,-471.88,Office Supplies,12,50.56
2023-12-26,New Laptop (Dell),-88351.67,Hardware,18,13477.37
2023-12-26,Train Tickets,-8258.13,Travel,18,1259.71
2023-12-26,Desk Organizers,-210.4,Office Supplies,18,32.1
2023-12-27,Hotel Stay - Client Visit,-3206.2,Travel,12,343.52
2023-12-27,Whiteboard Markers,-2772.28,Office Supplies,18,422.89
2023-12-27,Uber/Ola Rides,-9273.53,Travel,12,993.59
2023-12-28,Monthly Asset Depreciation,-16500.0,Depreciation,0,0.0
2023-12-28,Bank Loan Interest,-6400.0,Interest,0,0.0
2023-12-28,Monitor Screen,-9019.5,Hardware,18,1375.86
2023-12-28,Accounting Audit,-1785.96,Professional Services,18,272.43
2023-12-28,Hotel Stay - Client Visit,-8913.36,Travel,12,955.0
2023-12-30,LinkedIn Promo,-9144.67,Marketing,18,1394.95
2023-12-30,Toner Cartridges,-3581.97,Office Supplies,18,546.4
2023-12-31,Desk Organizers,-4912.67,Office Supplies,12,526.36
2024-01-01,AWS Cloud Bill,-3075.19,Software,18,469.1
2024-01-02,Legal Consultation,-5983.54,Professional Services,18,912.74
2024-01-02,Diwali Gifts,-7441.81,Other,5,354.37
2024-01-02,Toner Cartridges,-7963.01,Office Supplies,12,853.18
2024-01-02,HR Consultant,-3224.26,Professional Services,18,491.84
2024-01-03,Legal Consultation,-4386.66,Professional Services,18,669.15
2024-01-03,Diwali Gifts,-5568.09,Other,18,849.37
2024-01-03,Accounting Audit,-2175.57,Professional Services,18,331.87
2024-01-05,Office Rent,-85550.0,Rent,18,13050.0
2024-01-05,Toner Cartridges,-7142.88,Office Supplies,18,1089.59
2024-01-08,Marketing Agency Fees,-4105.63,Professional Services,18,626.28
2024-01-09,Consulting Fees,384093.49,Revenue,18,58590.53
2024-01-09,Hotel Stay - Client Visit,-8643.0,Travel,18,1318.42
2024-01-09,Server Rack Equipment,-18519.98,Hardware,18,2825.08
2024-01-10,Monthly Internet & Phone,-7733.668387777649,Utilities,18,1179.7121269491329
2024-01-10,Legal Consultation,-7490.06,Professional Services,18,1142.55
2024-01-11,Flight to Mumbai,-5827.38,Travel,5,277.49
2024-01-12,Hotel Stay - Client Visit,-16264.37,Travel,12,1742.61
2024-01-13,Diwali Gifts,-7363.99,Other,5,350.67
2024-01-14,SaaS Subscription (Jira),-4464.78,Software,18,681.07
2024-01-14,Consulting Fees,99671.21,Revenue,18,15204.08
2024-01-14,Hotel Stay - Client Visit,-11508.74,Travel,5,548.04
2024-01-16,Microsoft 365,-3751.69,Software,18,572.29
2024-01-16,Diwali Gifts,-3835.76,Other,5,182.66
2024-01-17,Zoom Pro License,-5032.58,Software,18,767.68
2024-01-17,LinkedIn Promo,-17814.57,Marketing,18,2717.48
2024-01-18,Consulting Fees,114545.16,Revenue,18,17472.99
2024-01-18,Marketing Agency Fees,-417.96,Professional Services,18,63.76
2024-01-19,Accounting Audit,-7854.48,Professional Services,18,1198.14
2024-01-19,Train Tickets,-1422.83,Travel,5,67.75
2024-01-19,Legal Consultation,-7000.25,Professional Services,18,1067.84
2024-01-19,Legal Consultation,-6901.89,Professional Services,18,1052.83
2024-01-20,Accounting Audit,-5075.48,Professional Services,18,774.23
2024-01-20,Product Sales,236141.11,Revenue,18,36021.53
2024-01-21,LinkedIn Promo,-11219.47,Marketing,18,1711.44
2024-01-21,New Laptop (Dell),-96946.67,Hardware,18,14788.48
2024-01-21,Marketing Agency Fees,-1508.85,Professional Services,18,230.16
2024-01-21,Print Media Ad,-16073.77,Marketing,18,2451.93
2024-01-22,Zoom Pro License,-5152.04,Software,18,785.9
2024-01-22,Accounting Audit,-987.37,Professional Services,18,150.62
2024-01-24,Print Media Ad,-6425.6,Marketing,18,980.18
2024-01-27,Cleaning Services,-1738.72,Other,5,82.8
2024-01-27,Hotel Stay - Client Visit,-24750.52,Travel,18,3775.5
2024-01-27,Flight to Mumbai,-10646.55,Travel,5,506.98
2024-01-27,Whiteboard Markers,-3982.8,Office Supplies,12,426.73
2024-01-27,Ad Revenue,247212.79,Revenue,18,37710.43
2024-01-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-01-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-01-28,Server Rack Equipment,-67938.45,Hardware,18,10363.49
2024-01-29,Repairs & Maintenance,-7043.59,Other,5,335.41
2024-01-29,HR Consultant,-7272.84,Professional Services,18,1109.42
2024-01-31,Online Store Sales,104799.63,Revenue,18,15986.38
2024-01-31,New Laptop (Dell),-117572.51,Hardware,18,17934.79
2024-01-31,Coffee for Pantry,-3827.51,Other,12,410.09
2024-01-31,Ad Revenue,456797.88,Revenue,18,69681.03
2024-02-01,Cleaning Services,-4334.51,Other,12,464.41
2024-02-03,Mouse & Keyboards,-21028.49,Hardware,18,3207.74
2024-02-03,Staples Order,-1134.53,Office Supplies,12,121.56
2024-02-03,Diwali Gifts,-6738.71,Other,12,722.01
2024-02-04,Diwali Gifts,-531.96,Other,5,25.33
2024-02-05,Office Rent,-85550.0,Rent,18,13050.0
2024-02-05,Cleaning Services,-2690.33,Other,18,410.39
2024-02-05,Legal Consultation,-1904.37,Professional Services,18,290.5
2024-02-05,Print Media Ad,-8047.7,Marketing,18,1227.62
2024-02-05,Ad Revenue,483684.75,Revenue,18,73782.42
2024-02-06,Legal Consultation,-4149.96,Professional Services,18,633.04
2024-02-08,Client Payment - Project A,314318.44,Revenue,18,47946.88
2024-02-08,Marketing Agency Fees,-7959.56,Professional Services,18,1214.17
2024-02-09,Product Sales,171697.4,Revenue,18,26191.13
2024-02-09,Diwali Gifts,-7343.71,Other,5,349.7
2024-02-09,Server Rack Equipment,-125086.39,Hardware,18,19080.97
2024-02-10,Monthly Internet & Phone,-10850.55450810155,Utilities,18,1655.1693317443041
2024-02-10,Print Media Ad,-10190.26,Marketing,18,1554.45
2024-02-10,Repairs & Maintenance,-5579.69,Other,5,265.7
2024-02-11,Desk Organizers,-4641.64,Office Supplies,18,708.05
2024-02-11,Online Store Sales,96738.0,Revenue,18,14756.64
2024-02-11,Service Contract Q2,486769.07,Revenue,18,74252.91
2024-02-11,LinkedIn Promo,-31741.23,Marketing,18,4841.88
2024-02-11,HR Consultant,-2246.7,Professional Services,18,342.72
2024-02-12,Toner Cartridges,-6868.24,Office Supplies,12,735.88
2024-02-12,Cleaning Services,-3107.43,Other,18,474.01
2024-02-12,Mouse & Keyboards,-130352.48,Hardware,18,19884.28
2024-02-13,Legal Consultation,-6520.25,Professional Services,18,994.61
2024-02-14,Repairs & Maintenance,-4750.09,Other,18,724.59
2024-02-15,Cleaning Services,-6261.34,Other,5,298.16
2024-02-15,Train Tickets,-15888.47,Travel,12,1702.34
2024-02-15,Cleaning Services,-1846.91,Other,18,281.73
2024-02-16,Desk Organizers,-4784.63,Office Supplies,18,729.86
2024-02-18,Whiteboard Markers,-7460.29,Office Supplies,18,1138.01
2024-02-19,Facebook Ads,-16910.45,Marketing,18,2579.56
2024-02-19,Server Rack Equipment,-28032.12,Hardware,18,4276.09
2024-02-20,Hotel Stay - Client Visit,-23276.72,Travel,12,2493.93
2024-02-20,AWS Cloud Bill,-4225.6,Software,18,644.58
2024-02-22,Toner Cartridges,-6026.53,Office Supplies,18,919.3
2024-02-22,Toner Cartridges,-4996.7,Office Supplies,12,535.36
2024-02-22,Product Sales,395811.36,Revenue,18,60378.0
2024-02-23,Consulting Fees,461910.53,Revenue,18,70460.93
2024-02-23,Google Ads Campaign,-2866.74,Marketing,18,437.3
2024-02-24,Printer Paper,-4557.19,Office Supplies,12,488.27
2024-02-25,Google Ads Campaign,-12057.48,Marketing,18,1839.28
2024-02-25,Microsoft 365,-4889.06,Software,18,745.79
2024-02-26,Google Ads Campaign,-10758.58,Marketing,18,1641.14
2024-02-27,Microsoft 365,-5848.64,Software,18,892.17
2024-02-27,Whiteboard Markers,-2959.84,Office Supplies,12,317.13
2024-02-27,Print Media Ad,-22433.35,Marketing,18,3422.04
2024-02-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-02-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-02-28,Accounting Audit,-4882.76,Professional Services,18,744.83
2024-02-28,HR Consultant,-853.52,Professional Services,18,130.2
2024-02-29,Zoom Pro License,-4793.07,Software,18,731.15
2024-03-01,Zoom Pro License,-3175.93,Software,18,484.46
2024-03-02,Uber/Ola Rides,-20874.19,Travel,5,994.01
2024-03-02,Mouse & Keyboards,-22694.24,Hardware,18,3461.83
2024-03-03,Staples Order,-6137.25,Office Supplies,12,657.56
2024-03-03,Server Rack Equipment,-26515.19,Hardware,18,4044.69
2024-03-03,Cleaning Services,-420.61,Other,18,64.16
2024-03-04,Monitor Screen,-9913.2,Hardware,18,1512.18
2024-03-04,Marketing Agency Fees,-5082.25,Professional Services,18,775.26
2024-03-04,Train Tickets,-5209.26,Travel,18,794.63
2024-03-04,Client Payment - Project A,244815.4,Revenue,18,37344.72
2024-03-05,Office Rent,-85550.0,Rent,18,13050.0
2024-03-06,Hotel Stay - Client Visit,-14068.76,Travel,12,1507.37
2024-03-07,Cleaning Services,-4859.47,Other,5,231.4
2024-03-08,Online Store Sales,272788.52,Revenue,18,41611.81
2024-03-08,Consulting Fees,299916.25,Revenue,18,45749.94
2024-03-08,Microsoft 365,-5212.05,Software,18,795.06
2024-03-08,Legal Consultation,-2611.08,Professional Services,18,398.3
2024-03-09,Monitor Screen,-46243.1,Hardware,18,7054.03
2024-03-10,Monthly Internet & Phone,-6779.586742960173,Utilities,18,1034.174248926128
2024-03-10,Microsoft 365,-4097.84,Software,18,625.09
2024-03-10,Zoom Pro License,-3430.89,Software,18,523.36
2024-03-11,Facebook Ads,-29386.64,Marketing,18,4482.71
2024-03-12,LinkedIn Promo,-19818.23,Marketing,18,3023.12
2024-03-12,Google Ads Campaign,-31875.34,Marketing,18,4862.34
2024-03-13,Monitor Screen,-64668.86,Hardware,18,9864.74
2024-03-13,Cleaning Services,-7087.98,Other,18,1081.22
2024-03-13,Print Media Ad,-29513.39,Marketing,18,4502.04
2024-03-13,Uber/Ola Rides,-3222.91,Travel,5,153.47
2024-03-14,Server Rack Equipment,-106078.67,Hardware,18,16181.49
2024-03-14,Accounting Audit,-7361.47,Professional Services,18,1122.94
2024-03-14,Server Rack Equipment,-103806.87,Hardware,18,15834.95
2024-03-15,Facebook Ads,-15497.89,Marketing,18,2364.09
2024-03-15,Repairs & Maintenance,-3793.36,Other,12,406.43
2024-03-15,Online Store Sales,141248.2,Revenue,18,21546.34
2024-03-15,Monitor Screen,-123666.17,Hardware,18,18864.33
2024-03-15,Consulting Fees,460153.05,Revenue,18,70192.84
2024-03-15,Facebook Ads,-5679.84,Marketing,18,866.42
2024-03-17,Whiteboard Markers,-3733.01,Office Supplies,18,569.44
2024-03-18,Mouse & Keyboards,-28808.5,Hardware,18,4394.52
2024-03-18,Whiteboard Markers,-3156.4,Office Supplies,12,338.19
2024-03-18,Coffee for Pantry,-4903.81,Other,12,525.41
2024-03-20,Accounting Audit,-8553.32,Professional Services,18,1304.74
2024-03-20,Hotel Stay - Client Visit,-8451.87,Travel,5,402.47
2024-03-20,Mouse & Keyboards,-19946.07,Hardware,18,3042.62
2024-03-20,New Laptop (Dell),-46532.88,Hardware,18,7098.24
2024-03-20,Client Payment - Project A,445281.96,Revenue,18,67924.37
2024-03-24,Monitor Screen,-20186.46,Hardware,18,3079.29
2024-03-24,AWS Cloud Bill,-7471.17,Software,18,1139.67
2024-03-24,Whiteboard Markers,-3346.61,Office Supplies,18,510.5
2024-03-24,Repairs & Maintenance,-5858.89,Other,12,627.74
2024-03-24,SaaS Subscription (Jira),-6762.41,Software,18,1031.55
2024-03-25,Service Contract Q2,310360.54,Revenue,18,47343.13
2024-03-25,Whiteboard Markers,-5740.65,Office Supplies,12,615.07
2024-03-25,Toner Cartridges,-1063.27,Office Supplies,18,162.19
2024-03-25,Mouse & Keyboards,-37230.79,Hardware,18,5679.27
2024-03-25,Microsoft 365,-7457.43,Software,18,1137.57
2024-03-25,Coffee for Pantry,-2725.59,Other,12,292.03
2024-03-26,AWS Cloud Bill,-1261.59,Software,18,192.45
2024-03-26,Hotel Stay - Client Visit,-5748.66,Travel,12,615.93
2024-03-26,HR Consultant,-1785.4,Professional Services,18,272.35
2024-03-27,Train Tickets,-15412.87,Travel,5,733.95
2024-03-27,Coffee for Pantry,-4084.59,Other,5,194.5
2024-03-27,Diwali Gifts,-1073.81,Other,18,163.8
2024-03-27,Product Sales,276536.41,Revenue,18,42183.52
2024-03-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-03-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-03-29,Flight to Mumbai,-9934.1,Travel,18,1515.37
2024-03-29,Diwali Gifts,-6095.16,Other,5,290.25
2024-03-29,Marketing Agency Fees,-4673.9,Professional Services,18,712.97
2024-03-30,Uber/Ola Rides,-547.93,Travel,12,58.71
2024-03-31,Client Payment - Project A,234712.95,Revenue,18,35803.67
2024-03-31,Staples Order,-2081.46,Office Supplies,12,223.01
2024-03-31,Coffee for Pantry,-3305.27,Other,18,504.19
2024-03-31,Microsoft 365,-5837.38,Software,18,890.45
2024-04-02,Coffee for Pantry,-1820.69,Other,18,277.73
2024-04-02,AWS Cloud Bill,-5613.0,Software,18,856.22
2024-04-04,Client Payment - Project A,214142.05,Revenue,18,32665.74
2024-04-05,Office Rent,-85550.0,Rent,18,13050.0
2024-04-05,Client Payment - Project A,347843.83,Revenue,18,53060.92
2024-04-05,Mouse & Keyboards,-45274.46,Hardware,18,6906.27
2024-04-05,Desk Organizers,-8182.77,Office Supplies,18,1248.22
2024-04-06,HR Consultant,-3962.37,Professional Services,18,604.43
2024-04-06,Print Media Ad,-18289.83,Marketing,18,2789.97
2024-04-06,HR Consultant,-3286.15,Professional Services,18,501.28
2024-04-07,Zoom Pro License,-7433.84,Software,18,1133.98
2024-04-07,Printer Paper,-5779.85,Office Supplies,12,619.27
2024-04-07,Google Ads Campaign,-7061.24,Marketing,18,1077.14
2024-04-07,Zoom Pro License,-7312.33,Software,18,1115.44
2024-04-08,LinkedIn Promo,-17011.53,Marketing,18,2594.98
2024-04-10,Monthly Internet & Phone,-8020.164056029598,Utilities,18,1223.4148560045148
2024-04-10,LinkedIn Promo,-18389.12,Marketing,18,2805.12
2024-04-10,Diwali Gifts,-469.63,Other,18,71.64
2024-04-11,Hotel Stay - Client Visit,-1254.64,Travel,5,59.74
2024-04-11,Server Rack Equipment,-92581.58,Hardware,18,14122.61
2024-04-12,Online Store Sales,86512.76,Revenue,18,13196.86
2024-04-12,Hotel Stay - Client Visit,-1744.5,Travel,5,83.07
2024-04-12,HR Consultant,-2013.47,Professional Services,18,307.14
2024-04-12,Cleaning Services,-1939.92,Other,5,92.38
2024-04-12,Desk Organizers,-4056.57,Office Supplies,18,618.8
2024-04-12,Online Store Sales,363441.27,Revenue,18,55440.19
2024-04-13,Print Media Ad,-2971.06,Marketing,18,453.21
2024-04-14,Monitor Screen,-9967.13,Hardware,18,1520.41
2024-04-15,Repairs & Maintenance,-4143.06,Other,5,197.29
2024-04-15,Cleaning Services,-400.55,Other,12,42.92
2024-04-15,Monitor Screen,-16655.64,Hardware,18,2540.69
2024-04-15,Desk Organizers,-1060.13,Office Supplies,18,161.71
2024-04-16,Train Tickets,-18257.13,Travel,18,2784.99
2024-04-16,Accounting Audit,-5268.43,Professional Services,18,803.66
2024-04-17,Train Tickets,-11070.1,Travel,12,1186.08
2024-04-18,Consulting Fees,179040.1,Revenue,18,27311.2
2024-04-19,SaaS Subscription (Jira),-5410.13,Software,18,825.27
2024-04-19,Legal Consultation,-4440.17,Professional Services,18,677.31
2024-04-19,Server Rack Equipment,-31469.42,Hardware,18,4800.42
2024-04-20,Google Ads Campaign,-9496.39,Marketing,18,1448.6
2024-04-20,Adobe Creative Cloud,-3515.25,Software,18,536.22
2024-04-21,Mouse & Keyboards,-52639.93,Hardware,18,8029.82
2024-04-21,Microsoft 365,-2417.84,Software,18,368.82
2024-04-21,Service Contract Q2,409663.22,Revenue,18,62491.0
2024-04-21,Ad Revenue,281904.34,Revenue,18,43002.36
2024-04-22,Adobe Creative Cloud,-8433.64,Software,18,1286.49
2024-04-22,Print Media Ad,-1782.36,Marketing,18,271.89
2024-04-22,Consulting Fees,294296.86,Revenue,18,44892.74
2024-04-23,Adobe Creative Cloud,-6155.77,Software,18,939.02
2024-04-23,Diwali Gifts,-1453.45,Other,5,69.21
2024-04-23,Flight to Mumbai,-13010.71,Travel,12,1394.0
2024-04-23,Legal Consultation,-5796.72,Professional Services,18,884.24
2024-04-24,Service Contract Q2,257741.9,Revenue,18,39316.56
2024-04-24,Desk Organizers,-1815.7,Office Supplies,18,276.97
2024-04-24,Online Store Sales,90079.95,Revenue,18,13741.01
2024-04-25,LinkedIn Promo,-15160.98,Marketing,18,2312.69
2024-04-25,HR Consultant,-3664.41,Professional Services,18,558.98
2024-04-26,Facebook Ads,-10439.63,Marketing,18,1592.49
2024-04-27,Microsoft 365,-6986.12,Software,18,1065.68
2024-04-27,HR Consultant,-6860.05,Professional Services,18,1046.45
2024-04-27,Whiteboard Markers,-6737.72,Office Supplies,12,721.9
2024-04-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-04-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-04-28,Server Rack Equipment,-33779.33,Hardware,18,5152.78
2024-04-28,Cleaning Services,-6171.4,Other,12,661.22
2024-04-29,Train Tickets,-12656.91,Travel,12,1356.1
2024-04-29,Accounting Audit,-4742.89,Professional Services,18,723.49
2024-04-29,Coffee for Pantry,-609.81,Other,5,29.04
2024-04-30,Marketing Agency Fees,-5021.3,Professional Services,18,765.96
2024-05-01,SaaS Subscription (Jira),-5282.14,Software,18,805.75
2024-05-02,Cleaning Services,-4886.04,Other,12,523.5
2024-05-03,Product Sales,106945.39,Revenue,18,16313.7
2024-05-03,LinkedIn Promo,-18959.1,Marketing,18,2892.07
2024-05-03,Uber/Ola Rides,-9415.47,Travel,12,1008.8
2024-05-03,Client Payment - Project A,224826.7,Revenue,18,34295.6
2024-05-04,Diwali Gifts,-4196.51,Other,18,640.14
2024-05-04,Train Tickets,-6344.66,Travel,5,302.13
2024-05-04,Product Sales,257790.48,Revenue,18,39323.97
2024-05-05,Office Rent,-85550.0,Rent,18,13050.0
2024-05-05,Train Tickets,-19547.41,Travel,12,2094.37
2024-05-05,Coffee for Pantry,-1880.38,Other,12,201.47
2024-05-06,Flight to Mumbai,-23029.02,Travel,12,2467.39
2024-05-07,Toner Cartridges,-1486.32,Office Supplies,12,159.25
2024-05-07,Mouse & Keyboards,-122392.17,Hardware,18,18669.99
2024-05-07,Flight to Mumbai,-14215.44,Travel,18,2168.46
2024-05-08,Flight to Mumbai,-14944.89,Travel,12,1601.24
2024-05-08,Online Store Sales,226975.84,Revenue,18,34623.43
2024-05-08,Print Media Ad,-20271.84,Marketing,18,3092.32
2024-05-09,Legal Consultation,-7132.39,Professional Services,18,1087.99
2024-05-09,Service Contract Q2,293606.92,Revenue,18,44787.5
2024-05-10,Monthly Internet & Phone,-5175.412888739275,Utilities,18,789.469762689042
2024-05-10,Train Tickets,-22763.97,Travel,12,2439.0
2024-05-10,Microsoft 365,-2444.16,Software,18,372.84
2024-05-10,Uber/Ola Rides,-22402.32,Travel,18,3417.3
2024-05-11,Mouse & Keyboards,-14170.91,Hardware,18,2161.66
2024-05-12,Repairs & Maintenance,-541.67,Other,5,25.79
2024-05-13,Cleaning Services,-2099.89,Other,5,99.99
2024-05-13,Facebook Ads,-9372.61,Marketing,18,1429.72
2024-05-14,Train Tickets,-4532.07,Travel,18,691.33
2024-05-14,Server Rack Equipment,-98688.31,Hardware,18,15054.15
2024-05-15,Zoom Pro License,-3500.69,Software,18,534.0
2024-05-15,Cleaning Services,-241.28,Other,5,11.49
2024-05-16,SaaS Subscription (Jira),-906.71,Software,18,138.31
2024-05-16,Hotel Stay - Client Visit,-14536.72,Travel,5,692.22
2024-05-18,Repairs & Maintenance,-6032.55,Other,18,920.22
2024-05-18,Diwali Gifts,-7264.58,Other,12,778.35
2024-05-18,Product Sales,253273.22,Revenue,18,38634.9
2024-05-19,LinkedIn Promo,-32524.82,Marketing,18,4961.41
2024-05-20,Uber/Ola Rides,-14654.64,Travel,18,2235.45
2024-05-21,Coffee for Pantry,-5398.53,Other,5,257.07
2024-05-21,Ad Revenue,188179.18,Revenue,18,28705.3
2024-05-23,New Laptop (Dell),-100358.53,Hardware,18,15308.93
2024-05-23,Flight to Mumbai,-435.56,Travel,5,20.74
2024-05-25,Facebook Ads,-30659.37,Marketing,18,4676.85
2024-05-27,Google Ads Campaign,-6601.45,Marketing,18,1007.0
2024-05-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-05-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-05-28,Repairs & Maintenance,-1854.12,Other,18,282.83
2024-05-28,Adobe Creative Cloud,-4307.86,Software,18,657.13
2024-05-28,Flight to Mumbai,-9282.73,Travel,12,994.58
2024-05-29,LinkedIn Promo,-15782.01,Marketing,18,2407.43
2024-05-29,Marketing Agency Fees,-7396.6,Professional Services,18,1128.29
2024-05-29,Whiteboard Markers,-379.65,Office Supplies,12,40.68
2024-05-29,HR Consultant,-3961.14,Professional Services,18,604.24
2024-05-30,Print Media Ad,-9264.62,Marketing,18,1413.25
2024-05-30,Accounting Audit,-2357.49,Professional Services,18,359.62
2024-05-30,New Laptop (Dell),-53619.54,Hardware,18,8179.25
2024-05-30,Server Rack Equipment,-44286.97,Hardware,18,6755.64
2024-05-31,Marketing Agency Fees,-1555.03,Professional Services,18,237.21
2024-05-31,AWS Cloud Bill,-4624.54,Software,18,705.44
2024-05-31,Uber/Ola Rides,-21977.0,Travel,12,2354.68
2024-06-01,Print Media Ad,-16546.97,Marketing,18,2524.11
2024-06-01,Server Rack Equipment,-25374.85,Hardware,18,3870.74
2024-06-01,Server Rack Equipment,-10524.44,Hardware,18,1605.42
2024-06-01,Hotel Stay - Client Visit,-19019.77,Travel,5,905.7
2024-06-01,Repairs & Maintenance,-717.33,Other,5,34.16
2024-06-02,Zoom Pro License,-7336.95,Software,18,1119.2
2024-06-02,AWS Cloud Bill,-7055.57,Software,18,1076.27
2024-06-02,Printer Paper,-6127.77,Office Supplies,12,656.55
2024-06-03,Printer Paper,-1497.64,Office Supplies,12,160.46
2024-06-03,New Laptop (Dell),-85963.79,Hardware,18,13113.12
2024-06-03,Uber/Ola Rides,-17482.31,Travel,12,1873.1
2024-06-03,Marketing Agency Fees,-7122.77,Professional Services,18,1086.52
2024-06-04,SaaS Subscription (Jira),-2966.51,Software,18,452.52
2024-06-05,Office Rent,-85550.0,Rent,18,13050.0
2024-06-05,Server Rack Equipment,-61218.72,Hardware,18,9338.45
2024-06-05,Toner Cartridges,-3516.29,Office Supplies,18,536.38
2024-06-06,Consulting Fees,347382.7,Revenue,18,52990.58
2024-06-06,AWS Cloud Bill,-7909.1,Software,18,1206.47
2024-06-07,Online Store Sales,320561.3,Revenue,18,48899.18
2024-06-08,Facebook Ads,-15470.02,Marketing,18,2359.83
2024-06-08,Facebook Ads,-31964.91,Marketing,18,4876.0
2024-06-09,Marketing Agency Fees,-7673.37,Professional Services,18,1170.51
2024-06-10,Monthly Internet & Phone,-10560.936878897026,Utilities,18,1610.9903713571734
2024-06-12,Cleaning Services,-1709.11,Other,18,260.71
2024-06-13,Legal Consultation,-3344.92,Professional Services,18,510.24
2024-06-13,Cleaning Services,-3533.81,Other,18,539.06
2024-06-14,Legal Consultation,-5151.41,Professional Services,18,785.81
2024-06-14,Facebook Ads,-3393.46,Marketing,18,517.65
2024-06-15,Marketing Agency Fees,-2350.81,Professional Services,18,358.6
2024-06-15,LinkedIn Promo,-28394.71,Marketing,18,4331.4
2024-06-15,Train Tickets,-1617.44,Travel,5,77.02
2024-06-17,Whiteboard Markers,-4511.43,Office Supplies,18,688.18
2024-06-18,Server Rack Equipment,-93961.53,Hardware,18,14333.12
2024-06-18,Repairs & Maintenance,-1382.43,Other,18,210.88
2024-06-18,Ad Revenue,504384.44,Revenue,18,76940.0
2024-06-19,New Laptop (Dell),-18261.55,Hardware,18,2785.66
2024-06-19,Toner Cartridges,-982.11,Office Supplies,12,105.23
2024-06-19,Flight to Mumbai,-16869.6,Travel,12,1807.46
2024-06-19,Service Contract Q2,213848.08,Revenue,18,32620.89
2024-06-19,Diwali Gifts,-4957.95,Other,12,531.21
2024-06-21,Monitor Screen,-63575.81,Hardware,18,9698.01
2024-06-21,Consulting Fees,219418.35,Revenue,18,33470.6
2024-06-22,Microsoft 365,-4739.4,Software,18,722.96
2024-06-22,Diwali Gifts,-427.37,Other,18,65.19
2024-06-22,Google Ads Campaign,-24988.49,Marketing,18,3811.8
2024-06-25,Cleaning Services,-579.06,Other,18,88.33
2024-06-25,Consulting Fees,359501.6,Revenue,18,54839.23
2024-06-26,Staples Order,-503.6,Office Supplies,12,53.96
2024-06-26,Desk Organizers,-4003.57,Office Supplies,12,428.95
2024-06-26,Staples Order,-3555.72,Office Supplies,18,542.4
2024-06-26,Accounting Audit,-4017.0,Professional Services,18,612.76
2024-06-28,Monthly Asset Depreciation,-17250.0,Depreciation,0,0.0
2024-06-28,Bank Loan Interest,-5600.0,Interest,0,0.0
2024-06-28,Print Media Ad,-11799.77,Marketing,18,1799.97
2024-06-28,Server Rack Equipment,-132161.77,Hardware,18,20160.27
2024-06-29,Uber/Ola Rides,-17131.09,Travel,5,815.77
2024-06-29,Repairs & Maintenance,-2913.8,Other,12,312.19
